month,sales_rep_id,rep_name,region,territory,manager_name,tenure_months,monthly_target,actual_sales_value,target_achievement_pct,visits_made,new_customers,returning_customers,active_status
01-05-2023,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,20,478202.19,445756.03,0.932,147,6,36,TRUE
01-06-2023,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,21,451635.4,501221.73,1.11,132,5,42,TRUE
01-07-2023,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,22,425068.61,524872.3,1.235,136,3,57,TRUE
01-08-2023,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,23,451635.4,476609.8,1.055,154,4,48,TRUE
01-09-2023,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,24,478202.19,538549.19,1.126,131,3,32,TRUE
01-10-2023,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,25,504768.98,576395.79,1.142,135,5,49,TRUE
01-11-2023,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,26,478202.19,414602,0.867,155,4,57,TRUE
01-12-2023,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,27,265667.88,231020.6,0.87,144,2,39,TRUE
01-01-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,28,451635.4,556775.36,1.233,131,6,40,TRUE
01-02-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,29,398501.83,455162.86,1.142,135,2,37,TRUE
01-03-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,30,451635.4,542859.96,1.202,128,9,39,TRUE
01-04-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,31,478202.19,405041.12,0.847,137,6,47,TRUE
01-05-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,32,478202.19,520835.55,1.089,139,2,39,TRUE
01-06-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,33,451635.4,467537.35,1.035,124,5,41,TRUE
01-07-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,34,425068.61,412443.52,0.97,146,7,52,TRUE
01-08-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,35,451635.4,512479.39,1.135,132,6,40,TRUE
01-09-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,36,478202.19,544701.95,1.139,133,5,36,TRUE
01-10-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,37,504768.98,505502.58,1.001,135,2,46,TRUE
01-11-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,38,478202.19,458753.9,0.959,144,5,49,TRUE
01-12-2024,SR-CE08,Parth Mody,Central,Central-T8,Sarthak Ramesh,39,265667.88,220777.74,0.831,149,5,44,TRUE
01-01-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,41,395678.51,336266.93,0.85,68,6,48,TRUE
01-02-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,42,349128.09,367398.56,1.052,81,4,42,TRUE
01-03-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,43,395678.51,469472.93,1.187,68,5,43,TRUE
01-04-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,44,418953.71,325145.74,0.776,89,5,53,TRUE
01-05-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,45,418953.71,414887.9,0.99,76,4,43,TRUE
01-06-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,46,395678.51,370199.21,0.936,77,4,41,TRUE
01-07-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,47,372403.3,453269.48,1.217,73,6,40,TRUE
01-08-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,48,395678.51,437501.92,1.106,74,1,54,TRUE
01-09-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,49,418953.71,422286.36,1.008,86,6,44,TRUE
01-10-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,50,442228.92,359239.75,0.812,54,3,47,TRUE
01-11-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,51,418953.71,331785.18,0.792,80,4,58,TRUE
01-12-2023,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,52,232752.06,193220.56,0.83,73,4,41,TRUE
01-01-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,53,395678.51,385651.86,0.975,75,6,58,TRUE
01-02-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,54,349128.09,351459,1.007,87,8,60,TRUE
01-03-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,55,395678.51,461172.55,1.166,82,5,47,TRUE
01-04-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,56,418953.71,333427.15,0.796,97,5,43,TRUE
01-05-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,57,418953.71,504945,1.205,101,3,47,TRUE
01-06-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,58,395678.51,458334.85,1.158,101,8,40,TRUE
01-07-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,59,372403.3,444022,1.192,87,1,40,TRUE
01-08-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,60,395678.51,480842.76,1.215,76,3,44,TRUE
01-09-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,61,418953.71,401126.58,0.957,84,3,55,TRUE
01-10-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,62,442228.92,419333.39,0.948,73,7,59,TRUE
01-11-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,63,418953.71,392551.56,0.937,75,5,32,TRUE
01-12-2024,SR-CE09,Ayushman Mitter,Central,Central-T9,Arjun Zachariah,64,232752.06,219504.52,0.943,105,1,46,TRUE
